name                            ,protocol,OI   ,OS   ,OD   ,I  ,S  ,D  ,TP     ,FP     ,UP,TN     ,FN     ,UN
acc74cb8fd63f0dfd10dae5bdecae42a,TCP     ,6    ,1    ,1    ,6  ,1  ,1  ,8144239,14131  ,0 ,1316196,15779  ,15
ada34a9e7c812fcce244a87d39f0362c,TCP     ,19655,17046,1    ,314,238,1  ,8653014,433109 ,5 ,1101287,0      ,17
ae87f4dbbd8c4ccc941995ff673e29b0,UDP     ,20   ,1    ,455  ,20 ,1  ,455,0      ,0      ,0 ,0      ,0      ,0
af254ac963139fc85e9a42ceaabc91d6,UDP     ,5    ,1    ,145  ,5  ,1  ,145,1654156,60     ,0 ,3135206,27856  ,28
af7af871db3ea21fe00c37f70e6d11cb,UDP     ,6    ,1    ,244  ,6  ,1  ,244,1573090,68     ,0 ,3135195,6395   ,31
b0bed1288522fdc2bffea0396ba00084,UDP     ,5    ,1    ,157  ,5  ,1  ,157,1313583,62     ,0 ,3135204,0      ,29
b13265de1c866fb86021595e564a2ff2,UDP     ,2    ,1    ,48   ,2  ,1  ,48 ,3083279,12     ,0 ,3135254,0      ,29
b31fef7a664bc7101a0754852a977026,UDP     ,16   ,1    ,486  ,16 ,1  ,486,0      ,0      ,0 ,0      ,0      ,0
b35dccab32d90d4f338abd8ed4b26dc3,TCP     ,20166,17384,1    ,287,163,1  ,8191947,418765 ,5 ,1054299,0      ,8
b40aae049263409f1e2a8ff3e8053092,TCP     ,16947,14941,1    ,335,306,1  ,8054659,403827 ,5 ,1016084,0      ,17
b5899b7b37479aeeeab460be6c18a9b7,TCP     ,10247,9510 ,1    ,554,97 ,1  ,8631466,431410 ,6 ,1083844,0      ,8
b71de491259cfec8bf8874626f0b9478,TCP     ,24404,20359,1    ,811,90 ,1  ,8718043,438585 ,6 ,1089531,0      ,12
b7f9552d3ed992c211e581de166c96f2,TCP     ,643  ,19804,1    ,532,401,1  ,5465228,30481  ,0 ,1729161,7760   ,22
b8d74c569f985a8d6b20192345db732f,TCP     ,6635 ,6283 ,1    ,903,1  ,1  ,8805603,494250 ,0 ,1025087,0      ,7
bc7d4276afb17e5b891cc52a6ab227cf,TCP     ,12770,11610,1    ,155,659,1  ,8292841,487028 ,5 ,964276 ,0      ,5
bd3dd0d241ed5dafb0837c557ffeb3c3,UDP     ,14   ,1    ,180  ,14 ,1  ,180,1011083,108    ,0 ,3135158,0      ,29
bd9cb3b69f02c8fdba7efc5bb8a6a4db,UDP     ,47   ,1    ,47   ,47 ,1  ,47 ,3133007,8      ,0 ,2828783,0      ,27
bf0d6dd9cc4e2914a0403eadc58e4973,UDP     ,15   ,1    ,321  ,15 ,1  ,321,0      ,0      ,0 ,0      ,0      ,0
bf1727bdaefe5ddd4cef7fdfecdf2379,UDP     ,122  ,1    ,122  ,122,1  ,122,2534680,51     ,0 ,3119726,0      ,25
bf658bd4e4dbe9d31c125f531a3d27ab,UDP     ,39   ,1    ,39   ,39 ,1  ,39 ,3713893,16     ,0 ,3135250,0      ,29
bf67a6ad0469624bc476de8ab7c3400e,TCP     ,34852,26986,1    ,596,1  ,1  ,8474799,521744 ,6 ,1014260,497    ,16
bf6bf159d7237d3dfcb9ff0d68764079,UDP     ,15   ,1    ,219  ,15 ,1  ,219,2124048,44     ,0 ,3078369,0      ,31
c093f324dc7908241b9be60bb8b58473,UDP     ,17   ,1    ,356  ,17 ,1  ,356,0      ,0      ,0 ,0      ,0      ,0
c10abd75258803ae46144e1f206b93f5,UDP     ,7    ,1    ,7    ,7  ,1  ,7  ,1307420,0      ,0 ,3135266,285258 ,31
c19e1b67baec3afe060c93ef25aee2c4,TCP     ,8439 ,7955 ,1    ,736,137,1  ,8311921,293544 ,6 ,1153666,0      ,16
c4a88192c480b29ec408de36e8182a9f,TCP     ,10242,9482 ,1    ,603,65 ,1  ,8811152,431359 ,6 ,1104197,859    ,11
c5197a2b7c5e37eca2b4e9e23efa95e7,UDP     ,2    ,1    ,30   ,2  ,1  ,30 ,898100 ,4      ,0 ,3135262,0      ,31
c606c18a73329bd75ce7147b0359d974,TCP     ,13452,12110,1    ,396,592,1  ,8093282,373697 ,5 ,988548 ,0      ,16
c75d925b98e7fe29adeb6e3f5983817f,UDP     ,32   ,1    ,32   ,32 ,1  ,32 ,2458824,0      ,0 ,3135266,0      ,23
c7d18456b0f108530600b1e8357ec665,TCP     ,3    ,1    ,1    ,3  ,1  ,1  ,9008686,15454  ,0 ,1458282,30     ,28
c8a0e79073629bb1dfea2112c07a774c,TCP     ,6091 ,5829 ,1    ,954,23 ,1  ,8773100,385037 ,6 ,1227641,0      ,21
c8b2ee81d5d417e9bb9e23d520c477ee,UDP     ,2    ,1    ,32   ,2  ,1  ,32 ,3089324,12     ,0 ,3135254,0      ,30
c9920708d88e92d87dc53a4f2ee9908a,UDP     ,7    ,1    ,7    ,7  ,1  ,7  ,3263803,3      ,0 ,3105828,509935 ,27
cb24912d8354938667c4c37b8862c679,TCP     ,12136,11063,1    ,459,42 ,1  ,7228889,363887 ,5 ,908532 ,1186   ,22
cb64829d271436ed8cecb4bb27361bc3,TCP     ,7761 ,7307 ,1    ,791,1  ,1  ,8401855,498830 ,6 ,970677 ,0      ,24
cb6dfe8c20909ecfd02ef8e8b2c6aa3c,TCP     ,6844 ,6497 ,1    ,844,18 ,1  ,8766953,372258 ,6 ,1116758,0      ,16
cc8a3617866a4ad112ac2e7315a92e3d,UDP     ,5    ,1    ,122  ,5  ,1  ,122,2155153,28     ,0 ,3130441,0      ,30
cd308b6eabf0d0d84028e8f6d812ec27,UDP     ,12   ,1    ,12   ,12 ,1  ,12 ,3342683,7      ,0 ,1602362,188364 ,24
cd5f2d18a669bac477013a7c3cd8538f,TCP     ,21798,18561,1    ,269,142,1  ,8224399,409774 ,5 ,1026811,0      ,5
ce2b3dd035f5ee3ac8a9f530c90c5816,TCP     ,15147,13567,1    ,357,446,1  ,8710644,434224 ,5 ,1104761,0      ,19
cfb18b61492a66ce911aa610dd7f8bfd,TCP     ,25386,21128,1    ,859,81 ,1  ,8726796,438837 ,6 ,1080217,346    ,11
cfb5e3087834c5a423727f1ae9ca47e7,UDP     ,59   ,4    ,1    ,59 ,4  ,1  ,1120063,0      ,0 ,3135266,0      ,29
d0a8baa3a49351a64abe15bacfcbfd4c,UDP     ,13   ,1    ,94   ,13 ,1  ,94 ,1799896,28     ,0 ,3135238,0      ,27
d0e3e7183360c2266df617aaca2d304e,TCP     ,11909,10884,1    ,150,809,1  ,8627735,513186 ,5 ,969697 ,0      ,10
d2909bacb4ead04763393f239e434c57,TCP     ,10701,9901 ,1    ,755,60 ,1  ,3144632,1108312,5 ,1795773,3837667,27
d3d5d8c57ffd4dd8bbf51cdf0f46e5ef,UDP     ,9    ,1    ,211  ,9  ,1  ,211,1117460,66     ,0 ,3135200,6635   ,31
d3f08d7a958c1e200ea2ee9038d72589,TCP     ,6790 ,6444 ,1    ,898,1  ,1  ,7752227,447531 ,6 ,959517 ,0      ,11
d442035488dd227043575c4008fb4aba,UDP     ,7    ,1    ,7    ,7  ,1  ,7  ,2664823,6      ,0 ,2632571,740210 ,28
d5fc48e54ce98252f2c748728c34a25a,UDP     ,20   ,1    ,437  ,20 ,1  ,437,0      ,0      ,0 ,0      ,0      ,0
d6b92e937ebf77ba0a24c04bb5304037,TCP     ,6603 ,6284 ,1    ,913,18 ,1  ,8531878,414315 ,0 ,1078529,1320   ,24
d73d0246981dde6351ef6e9d3085dab5,UDP     ,114  ,1    ,114  ,114,1  ,114,2783242,45     ,0 ,2759843,45660  ,30
d7402eceef0df214a61e9e31a20097c9,UDP     ,26   ,1    ,325  ,26 ,1  ,325,0      ,0      ,0 ,0      ,0      ,0
d8b50c1e9fdf0d7f7f9a191e49bcac6c,TCP     ,20729,17713,1    ,313,178,1  ,7103701,360182 ,5 ,906433 ,0      ,20
d8e1bac86d7c12f692c1db4e56ddb9d5,TCP     ,6992 ,6624 ,1    ,882,17 ,1  ,8520551,340236 ,6 ,1133360,0      ,22
d8ecc4556c6300355248ce2df77c49d3,UDP     ,2    ,1    ,76   ,2  ,1  ,76 ,2141826,47     ,0 ,3135219,23152  ,23
d9103c17cf563a8a40d3ec0dfff0fcb7,UDP     ,7    ,1    ,170  ,7  ,1  ,170,1525882,20     ,0 ,3135246,17983  ,31
d96e85c5f1b3b208c4f53b95abb4aa4a,UDP     ,6    ,1    ,142  ,6  ,1  ,142,1763742,68     ,0 ,3135198,23310  ,29
da27a3365d19888db6a6e3be0b29e669,UDP     ,18   ,1    ,485  ,18 ,1  ,485,0      ,0      ,0 ,0      ,0      ,0
dbd0756e16cc985a81741fbe048627c7,UDP     ,115  ,1    ,45297,115,1  ,794,916774 ,305134 ,0 ,2830132,0      ,31
dcf432c3bd46285a37c536ff0a76fed6,TCP     ,28143,22856,1    ,739,54 ,1  ,8463274,427205 ,6 ,1051141,294    ,12
dd970144d10760adef141d956a60d401,UDP     ,55   ,5    ,1    ,55 ,5  ,1  ,1089215,0      ,0 ,3135266,0      ,31
def8adfcb1f4c290394239f8867c066a,TCP     ,7574 ,7140 ,1    ,724,226,1  ,8758746,421346 ,6 ,1123322,0      ,21
e02ef1367251102edf70b4700bba4447,TCP     ,6455 ,6162 ,1    ,879,25 ,1  ,8366080,389550 ,6 ,1017538,0      ,13
e1a41a64f56779841448b722ad95cbbf,UDP     ,20   ,1    ,318  ,20 ,1  ,318,0      ,0      ,0 ,0      ,0      ,0
e24949ad9d00c998a22725fd533728f3,TCP     ,24950,20710,1    ,792,95 ,1  ,8805818,437867 ,6 ,1116249,0      ,15
e48f7b7354767cec1ddab6b758f46d77,TCP     ,6353 ,6076 ,1    ,928,18 ,1  ,8738644,372024 ,6 ,1158645,0      ,6
e4ed2d7237e72181e0185f1d46e022de,UDP     ,6    ,1    ,229  ,6  ,1  ,229,1697889,1099   ,0 ,3134167,0      ,27
e5859c5cf5e10220cbb26664259b71d8,TCP     ,5833 ,5568 ,1    ,274,417,1  ,8836194,425151 ,5 ,1089501,0      ,15
e6c3668c7cd00f4b287b6fc92a0afcb9,UDP     ,7    ,1    ,275  ,7  ,1  ,275,1090684,79     ,0 ,3135187,3419   ,32
e724b47f258c1e651e2ce72bd6f989c8,TCP     ,5386 ,5124 ,1    ,315,466,1  ,7727729,450398 ,5 ,885615 ,0      ,16
e7348003d576d60ece6ea800b41e2981,TCP     ,5897 ,5608 ,1    ,957,24 ,1  ,8752449,356738 ,6 ,1123225,0      ,20
e75f94a6a5b6afb05b20872800a6db97,UDP     ,115  ,15   ,1    ,115,15 ,1  ,1106315,0      ,0 ,3135265,0      ,27
e76de69bb4ccbb9ba547471b255e1efd,TCP     ,19031,16539,1    ,315,207,1  ,8024207,410394 ,5 ,1031483,0      ,13
e80b7c70e4932c8e5e5d98a3269e06fe,UDP     ,6    ,1    ,6    ,6  ,1  ,6  ,2462224,3      ,0 ,2146279,769469 ,17
e85739e64cf0f7882f36f676c5114fac,UDP     ,10   ,1    ,10   ,10 ,1  ,10 ,3310592,3      ,0 ,1866985,0      ,25
e9beae87c340afe2668dce0a7001ac24,UDP     ,25   ,1    ,25   ,25 ,1  ,25 ,2956800,6      ,0 ,2684991,0      ,25
ea93e17afc482f41eda9ea20881c3c88,TCP     ,14873,13299,1    ,401,442,1  ,8825276,441248 ,5 ,1115006,1813   ,9
eb71b97d7e3aecc2353c402ead9293ac,TCP     ,18940,16434,1    ,313,277,1  ,8565001,418523 ,5 ,1066166,0      ,10
eea4d8aa213a1b0c499e50b2d956d618,UDP     ,9    ,1    ,357  ,9  ,1  ,357,0      ,0      ,0 ,0      ,0      ,0
eec7de3e8a4063a6ae4565d7f959fe3b,TCP     ,9707 ,9021 ,1    ,596,98 ,1  ,8859033,418132 ,5 ,1112862,0      ,12
eef6e5ae52430e3b0698be05c1fe3a9b,TCP     ,9279 ,8646 ,1    ,670,110,1  ,8761894,425662 ,6 ,1089774,941    ,11
effb43ecfe8ccb23b5edfa7e6d519660,UDP     ,13   ,1    ,180  ,13 ,1  ,180,1832027,48     ,0 ,3135217,0      ,31
f0272bfa88decdbebfeed375b4d09a9d,TCP     ,19793,17080,1    ,282,172,1  ,8658198,423397 ,5 ,1063289,0      ,15
f17db0d141a535c1b18d70cbfe13a6a5,UDP     ,18   ,1    ,595  ,18 ,1  ,595,0      ,0      ,0 ,0      ,0      ,0
f621936359aca6116a3bd69b370c2a67,UDP     ,24   ,1    ,764  ,24 ,1  ,764,0      ,0      ,0 ,0      ,0      ,0
f686ce6cfb9e038f7071e080228698d2,UDP     ,16   ,1    ,16   ,16 ,1  ,16 ,2848415,3      ,0 ,2972890,0      ,27
f958dcaf4c0a8a7386a47ce7e0e78fcb,TCP     ,4520 ,4364 ,1    ,894,50 ,1  ,0      ,0      ,0 ,0      ,0      ,0
fa60cb80a3682e46b2485bc70a6f081b,TCP     ,21673,18456,1    ,990,1  ,1  ,8266267,501666 ,0 ,964776 ,0      ,12
fb6eee4a8e759b9c5efe61c281e45f0b,TCP     ,9835 ,9118 ,1    ,576,124,1  ,8738791,438979 ,6 ,1105173,0      ,18
fbbc0eb4bc7efaa595a284a8682d122e,UDP     ,9    ,1    ,263  ,9  ,1  ,263,1801237,72     ,0 ,3135190,0      ,31
fc47519221339fb78655fbf25739765d,TCP     ,8769 ,8211 ,1    ,703,164,1  ,8866414,437450 ,6 ,1106755,986    ,7
fd06f0fb58e60cf868de83b5ab6fc350,UDP     ,13   ,1    ,158  ,13 ,1  ,158,1152840,60     ,0 ,3135204,0      ,31
fe18a5d044e42fbe9eae40a118c50968,TCP     ,8482 ,7971 ,1    ,664,159,1  ,8568868,423590 ,6 ,1067175,0      ,18
fe51e2f6633f873f62dc4976addd9b06,TCP     ,12443,11315,1    ,151,750,1  ,8752874,458506 ,5 ,1057945,0      ,12
ffd1822ab7ae0e21e4b618bbcbd3dfb5,TCP     ,2152 ,2345 ,1    ,940,46 ,1  ,8304908,771181 ,6 ,1255489,1664   ,14
