name                            ,protocol,src_ips,src_ports,dst_ports,TP     ,FP,UP,TN     ,FN     ,UN
acc74cb8fd63f0dfd10dae5bdecae42a,TCP     ,6      ,1        ,1        ,8850682,0 ,0 ,497481 ,17061  ,41
ae87f4dbbd8c4ccc941995ff673e29b0,UDP     ,20     ,1        ,455      ,0      ,0 ,0 ,0      ,0      ,0
af254ac963139fc85e9a42ceaabc91d6,UDP     ,5      ,1        ,145      ,2646676,0 ,0 ,1244171,44576  ,12
af7af871db3ea21fe00c37f70e6d11cb,UDP     ,6      ,1        ,244      ,2516929,0 ,0 ,1244171,10232  ,23
b0bed1288522fdc2bffea0396ba00084,UDP     ,5      ,1        ,157      ,2101740,0 ,0 ,1244171,0      ,16
b13265de1c866fb86021595e564a2ff2,UDP     ,2      ,1        ,48       ,4933250,0 ,0 ,1244171,0      ,22
b31fef7a664bc7101a0754852a977026,UDP     ,16     ,1        ,486      ,0      ,0 ,0 ,0      ,0      ,0
b7277b9c14fe85b3105ad3b623cbc6f0,TCP     ,188    ,7669     ,1        ,0      ,0 ,0 ,0      ,0      ,0
bd3dd0d241ed5dafb0837c557ffeb3c3,UDP     ,14     ,1        ,180      ,1617732,0 ,0 ,1244171,0      ,20
bd9cb3b69f02c8fdba7efc5bb8a6a4db,UDP     ,47     ,1        ,47       ,5497703,0 ,0 ,1236716,0      ,25
bef6d85dfd9a79b2da4f33fa7f666d59,TCP     ,140    ,5429     ,1        ,0      ,0 ,0 ,0      ,0      ,0
bf0d6dd9cc4e2914a0403eadc58e4973,UDP     ,15     ,1        ,321      ,1796371,0 ,0 ,1244171,5562   ,20
bf1727bdaefe5ddd4cef7fdfecdf2379,UDP     ,122    ,1        ,122      ,4076123,0 ,0 ,1244171,0      ,14
bf658bd4e4dbe9d31c125f531a3d27ab,UDP     ,39     ,1        ,39       ,5599573,0 ,0 ,1183332,0      ,48
bf6bf159d7237d3dfcb9ff0d68764079,UDP     ,15     ,1        ,219      ,3335280,0 ,0 ,1198914,0      ,4
c093f324dc7908241b9be60bb8b58473,UDP     ,17     ,1        ,356      ,0      ,0 ,0 ,0      ,0      ,0
c0b5dac5f4d53a8d750873ed35671149,TCP     ,2      ,2        ,1        ,3377   ,0 ,0 ,640514 ,9467358,1
c10abd75258803ae46144e1f206b93f5,UDP     ,7      ,1        ,7        ,2091855,0 ,0 ,1244171,456402 ,8
c5197a2b7c5e37eca2b4e9e23efa95e7,UDP     ,2      ,1        ,30       ,1436961,0 ,0 ,1244171,0      ,51
c75d925b98e7fe29adeb6e3f5983817f,UDP     ,32     ,1        ,32       ,3934195,0 ,0 ,1244171,0      ,24
c7d18456b0f108530600b1e8357ec665,TCP     ,3      ,1        ,1        ,8451700,0 ,0 ,512743 ,32     ,4
c8b2ee81d5d417e9bb9e23d520c477ee,UDP     ,2      ,1        ,32       ,4942913,0 ,0 ,1244171,0      ,4
c96af6d9988bd4386a7db24d5fd3d32c,TCP     ,164    ,5974     ,1        ,0      ,0 ,0 ,0      ,0      ,0
c9920708d88e92d87dc53a4f2ee9908a,UDP     ,7      ,1        ,7        ,4154020,0 ,0 ,987910 ,648868 ,33
ca59a133cf73ea743908aa207a074dd4,TCP     ,389    ,3966     ,1        ,0      ,0 ,0 ,0      ,0      ,0
cc8a3617866a4ad112ac2e7315a92e3d,UDP     ,5      ,1        ,122      ,3452988,0 ,0 ,1244171,0      ,16
cd308b6eabf0d0d84028e8f6d812ec27,UDP     ,12     ,1        ,12       ,4005857,0 ,0 ,491169 ,227002 ,11
cfb5e3087834c5a423727f1ae9ca47e7,UDP     ,59     ,4        ,1        ,1790627,0 ,0 ,1244171,0      ,3
d0a8baa3a49351a64abe15bacfcbfd4c,UDP     ,13     ,1        ,94       ,2879828,0 ,0 ,1244171,0      ,24
d3d5d8c57ffd4dd8bbf51cdf0f46e5ef,UDP     ,9      ,1        ,211      ,1787944,0 ,0 ,1244171,10615  ,9
d442035488dd227043575c4008fb4aba,UDP     ,7      ,1        ,7        ,3234181,0 ,0 ,803457 ,898479 ,15
d5fc48e54ce98252f2c748728c34a25a,UDP     ,20     ,1        ,437      ,0      ,0 ,0 ,0      ,0      ,0
d73d0246981dde6351ef6e9d3085dab5,UDP     ,114    ,1        ,114      ,3887145,0 ,0 ,958193 ,64470  ,10
d7402eceef0df214a61e9e31a20097c9,UDP     ,26     ,1        ,325      ,1859932,0 ,0 ,1244171,4999   ,10
d8ecc4556c6300355248ce2df77c49d3,UDP     ,2      ,1        ,76       ,3426884,0 ,0 ,1244171,37047  ,7
d9103c17cf563a8a40d3ec0dfff0fcb7,UDP     ,7      ,1        ,170      ,2441364,0 ,0 ,1244171,28770  ,11
d96e85c5f1b3b208c4f53b95abb4aa4a,UDP     ,6      ,1        ,142      ,2821990,0 ,0 ,1244171,37296  ,16
da27a3365d19888db6a6e3be0b29e669,UDP     ,18     ,1        ,485      ,0      ,0 ,0 ,0      ,0      ,0
dab83f654d29e7c10216de01367e73b2,TCP     ,3      ,3        ,1        ,5125   ,0 ,0 ,617354 ,9432129,10
dd970144d10760adef141d956a60d401,UDP     ,55     ,5        ,1        ,1747202,0 ,0 ,1244171,0      ,19
e1a41a64f56779841448b722ad95cbbf,UDP     ,20     ,1        ,318      ,1641353,0 ,0 ,1244171,0      ,23
e4ed2d7237e72181e0185f1d46e022de,UDP     ,6      ,1        ,229      ,2716609,0 ,0 ,1244171,0      ,19
e6c3668c7cd00f4b287b6fc92a0afcb9,UDP     ,7      ,1        ,275      ,1745100,0 ,0 ,1244171,5471   ,12
e75f94a6a5b6afb05b20872800a6db97,UDP     ,115    ,15       ,1        ,1773961,0 ,0 ,1244171,0      ,10
e80b7c70e4932c8e5e5d98a3269e06fe,UDP     ,6      ,1        ,6        ,1823798,0 ,0 ,862280 ,569843 ,5
e85739e64cf0f7882f36f676c5114fac,UDP     ,10     ,1        ,10       ,3638298,0 ,0 ,626854 ,0      ,7
e93d5dce39222781a2d412c6f0ea028f,TCP     ,170    ,5265     ,1        ,0      ,0 ,0 ,0      ,0      ,0
e9beae87c340afe2668dce0a7001ac24,UDP     ,25     ,1        ,25       ,3784320,0 ,0 ,864168 ,0      ,21
ea61108d76c3f0c28ae28b624d832c90,TCP     ,4021   ,3912     ,1        ,0      ,0 ,0 ,0      ,0      ,0
eea4d8aa213a1b0c499e50b2d956d618,UDP     ,9      ,1        ,357      ,0      ,0 ,0 ,0      ,0      ,0
effb43ecfe8ccb23b5edfa7e6d519660,UDP     ,13     ,1        ,180      ,2931316,0 ,0 ,1244171,0      ,11
f17db0d141a535c1b18d70cbfe13a6a5,UDP     ,18     ,1        ,595      ,0      ,0 ,0 ,0      ,0      ,0
f621936359aca6116a3bd69b370c2a67,UDP     ,24     ,1        ,764      ,0      ,0 ,0 ,0      ,0      ,0
f686ce6cfb9e038f7071e080228698d2,UDP     ,16     ,1        ,16       ,4706370,0 ,0 ,1221009,0      ,6
f958dcaf4c0a8a7386a47ce7e0e78fcb,TCP     ,4520   ,4364     ,1        ,0      ,0 ,0 ,0      ,0      ,0
fbbc0eb4bc7efaa595a284a8682d122e,UDP     ,9      ,1        ,263      ,2882000,0 ,0 ,1244171,0      ,13
fd06f0fb58e60cf868de83b5ab6fc350,UDP     ,13     ,1        ,158      ,1844537,0 ,0 ,1244171,0      ,23
ffd1822ab7ae0e21e4b618bbcbd3dfb5,TCP     ,2152   ,2345     ,1        ,0      ,0 ,0 ,0      ,0      ,0
