name                            ,protocol,OI   ,OS   ,OD   ,I  ,S  ,D  ,TP     ,FP    ,UP,TN     ,FN     ,UN
abdc10fabdb343768c96dc3e3d30372a,UDP     ,15   ,1    ,640  ,15 ,1  ,640,0      ,0     ,0 ,0      ,0      ,0
acc4394329ad248f5e77c165804a0bc6,UDP     ,4    ,1    ,98   ,4  ,1  ,98 ,1591222,0     ,0 ,3135266,0      ,21
acc74cb8fd63f0dfd10dae5bdecae42a,TCP     ,6    ,1    ,1    ,6  ,1  ,1  ,7306503,0     ,0 ,1174727,13966  ,1
ada34a9e7c812fcce244a87d39f0362c,TCP     ,19655,17046,1    ,314,238,1  ,8112752,12558 ,0 ,1416730,0      ,10
ae87f4dbbd8c4ccc941995ff673e29b0,UDP     ,20   ,1    ,455  ,20 ,1  ,455,0      ,0     ,0 ,0      ,0      ,0
af254ac963139fc85e9a42ceaabc91d6,UDP     ,5    ,1    ,145  ,5  ,1  ,145,1654156,0     ,0 ,3135266,27856  ,39
af7af871db3ea21fe00c37f70e6d11cb,UDP     ,6    ,1    ,244  ,6  ,1  ,244,1573090,0     ,0 ,3135266,6395   ,6
b0bed1288522fdc2bffea0396ba00084,UDP     ,5    ,1    ,157  ,5  ,1  ,157,1313583,0     ,0 ,3135266,0      ,8
b13265de1c866fb86021595e564a2ff2,UDP     ,2    ,1    ,48   ,2  ,1  ,48 ,3083280,0     ,0 ,3135266,0      ,21
b31fef7a664bc7101a0754852a977026,UDP     ,16   ,1    ,486  ,16 ,1  ,486,0      ,0     ,0 ,0      ,0      ,0
b35dccab32d90d4f338abd8ed4b26dc3,TCP     ,20166,17384,1    ,287,163,1  ,8674631,13038 ,1 ,1465269,0      ,15906
b40aae049263409f1e2a8ff3e8053092,TCP     ,16947,14941,1    ,335,306,1  ,8845259,13688 ,26,1540100,1601   ,7
b5899b7b37479aeeeab460be6c18a9b7,TCP     ,10247,9510 ,1    ,554,97 ,1  ,8870180,13120 ,1 ,1516196,0      ,716
b71de491259cfec8bf8874626f0b9478,TCP     ,24404,20359,1    ,811,90 ,1  ,8707273,13335 ,44,1497267,380    ,9
b7f9552d3ed992c211e581de166c96f2,TCP     ,643  ,19804,1    ,532,401,1  ,4803634,343   ,0 ,2601076,3059179,13
b8d74c569f985a8d6b20192345db732f,TCP     ,6635 ,6283 ,1    ,903,1  ,1  ,8775109,11979 ,6 ,1555502,0      ,25
bc7d4276afb17e5b891cc52a6ab227cf,TCP     ,12770,11610,1    ,155,659,1  ,7633229,12126 ,6 ,1342900,1128   ,17
bd3dd0d241ed5dafb0837c557ffeb3c3,UDP     ,14   ,1    ,180  ,14 ,1  ,180,1011083,0     ,0 ,3135266,0      ,15
bd9cb3b69f02c8fdba7efc5bb8a6a4db,UDP     ,47   ,1    ,47   ,47 ,1  ,47 ,3046185,0     ,0 ,2750787,0      ,16
bf0d6dd9cc4e2914a0403eadc58e4973,UDP     ,15   ,1    ,321  ,15 ,1  ,321,1122731,0     ,0 ,3135266,3476   ,2
bf1727bdaefe5ddd4cef7fdfecdf2379,UDP     ,122  ,1    ,122  ,122,1  ,122,2486118,0     ,0 ,3051276,0      ,15
bf658bd4e4dbe9d31c125f531a3d27ab,UDP     ,39   ,1    ,39   ,39 ,1  ,39 ,3050833,0     ,0 ,2575069,0      ,14
bf67a6ad0469624bc476de8ab7c3400e,TCP     ,34852,26986,1    ,596,1  ,1  ,8611960,12914 ,12,1499818,508    ,17
bf6bf159d7237d3dfcb9ff0d68764079,UDP     ,15   ,1    ,219  ,15 ,1  ,219,2086190,0     ,0 ,3017521,0      ,19
c093f324dc7908241b9be60bb8b58473,UDP     ,17   ,1    ,356  ,17 ,1  ,356,0      ,0     ,0 ,0      ,0      ,0
c10abd75258803ae46144e1f206b93f5,UDP     ,7    ,1    ,7    ,7  ,1  ,7  ,1307420,0     ,0 ,3135266,285258 ,23
c19e1b67baec3afe060c93ef25aee2c4,TCP     ,8439 ,7955 ,1    ,736,137,1  ,8583311,11172 ,2 ,1482689,0      ,12
c4a88192c480b29ec408de36e8182a9f,TCP     ,10242,9482 ,1    ,603,65 ,1  ,8608750,12916 ,6 ,1474853,843    ,23
c5197a2b7c5e37eca2b4e9e23efa95e7,UDP     ,2    ,1    ,30   ,2  ,1  ,30 ,898100 ,0     ,0 ,3135266,0      ,3
c606c18a73329bd75ce7147b0359d974,TCP     ,13452,12110,1    ,396,592,1  ,8487217,13260 ,0 ,1522094,660    ,16
c75d925b98e7fe29adeb6e3f5983817f,UDP     ,32   ,1    ,32   ,32 ,1  ,32 ,2458824,0     ,0 ,3135265,0      ,504
c7d18456b0f108530600b1e8357ec665,TCP     ,3    ,1    ,1    ,3  ,1  ,1  ,7467331,0     ,0 ,1208975,27     ,5
c8a0e79073629bb1dfea2112c07a774c,TCP     ,6091 ,5829 ,1    ,954,23 ,1  ,8467587,11975 ,0 ,1485660,0      ,5
c8b2ee81d5d417e9bb9e23d520c477ee,UDP     ,2    ,1    ,32   ,2  ,1  ,32 ,3089324,0     ,0 ,3135266,0      ,6
c9920708d88e92d87dc53a4f2ee9908a,UDP     ,7    ,1    ,7    ,7  ,1  ,7  ,2658769,0     ,0 ,2525342,414918 ,129
cb24912d8354938667c4c37b8862c679,TCP     ,12136,11063,1    ,459,42 ,1  ,7939942,11889 ,0 ,1370937,2004   ,7
cb64829d271436ed8cecb4bb27361bc3,TCP     ,7761 ,7307 ,1    ,791,1  ,1  ,8817628,13196 ,0 ,1565208,0      ,18
cb6dfe8c20909ecfd02ef8e8b2c6aa3c,TCP     ,6844 ,6497 ,1    ,844,18 ,1  ,7991823,11436 ,0 ,1388736,0      ,25
cc8a3617866a4ad112ac2e7315a92e3d,UDP     ,5    ,1    ,122  ,5  ,1  ,122,2158105,0     ,0 ,3135265,0      ,37
cd308b6eabf0d0d84028e8f6d812ec27,UDP     ,12   ,1    ,12   ,12 ,1  ,12 ,2982143,0     ,0 ,1433497,168934 ,10
cd5f2d18a669bac477013a7c3cd8538f,TCP     ,21798,18561,1    ,269,142,1  ,8792979,13325 ,0 ,1520248,408    ,4
ce2b3dd035f5ee3ac8a9f530c90c5816,TCP     ,15147,13567,1    ,357,446,1  ,8738348,13126 ,6 ,1483710,585    ,6
cfb18b61492a66ce911aa610dd7f8bfd,TCP     ,25386,21128,1    ,859,81 ,1  ,8002691,11729 ,0 ,1368185,315    ,7
cfb5e3087834c5a423727f1ae9ca47e7,UDP     ,59   ,4    ,1    ,59 ,4  ,1  ,1120063,0     ,0 ,3135266,0      ,33
d0a8baa3a49351a64abe15bacfcbfd4c,UDP     ,13   ,1    ,94   ,13 ,1  ,94 ,1799896,0     ,0 ,3135266,0      ,14
d0e3e7183360c2266df617aaca2d304e,TCP     ,11909,10884,1    ,150,809,1  ,8623181,13388 ,0 ,1474593,1464   ,21
d2909bacb4ead04763393f239e434c57,TCP     ,10701,9901 ,1    ,755,60 ,1  ,434443 ,660878,6 ,2305969,6694613,12
d3d5d8c57ffd4dd8bbf51cdf0f46e5ef,UDP     ,9    ,1    ,211  ,9  ,1  ,211,1117460,0     ,0 ,3135266,6635   ,24
d3f08d7a958c1e200ea2ee9038d72589,TCP     ,6790 ,6444 ,1    ,898,1  ,1  ,8277942,10950 ,0 ,1413701,0      ,10
d442035488dd227043575c4008fb4aba,UDP     ,7    ,1    ,7    ,7  ,1  ,7  ,2492353,0     ,0 ,2464489,691678 ,17
d5fc48e54ce98252f2c748728c34a25a,UDP     ,20   ,1    ,437  ,20 ,1  ,437,0      ,0     ,0 ,0      ,0      ,0
d6b92e937ebf77ba0a24c04bb5304037,TCP     ,6603 ,6284 ,1    ,913,18 ,1  ,8696057,11910 ,2 ,1514178,2557   ,12
d73d0246981dde6351ef6e9d3085dab5,UDP     ,114  ,1    ,114  ,114,1  ,114,2833166,0     ,0 ,2808820,46819  ,16
d7402eceef0df214a61e9e31a20097c9,UDP     ,26   ,1    ,325  ,26 ,1  ,325,1162458,0     ,0 ,3135266,3124   ,17
d8b50c1e9fdf0d7f7f9a191e49bcac6c,TCP     ,20729,17713,1    ,313,178,1  ,7989012,12108 ,7 ,1366495,346    ,10
d8e1bac86d7c12f692c1db4e56ddb9d5,TCP     ,6992 ,6624 ,1    ,882,17 ,1  ,8148815,9304  ,2 ,1384664,0      ,5
d8ecc4556c6300355248ce2df77c49d3,UDP     ,2    ,1    ,76   ,2  ,1  ,76 ,2141817,0     ,0 ,3135266,23152  ,31
d9103c17cf563a8a40d3ec0dfff0fcb7,UDP     ,7    ,1    ,170  ,7  ,1  ,170,1525882,0     ,0 ,3135263,17983  ,15
d96e85c5f1b3b208c4f53b95abb4aa4a,UDP     ,6    ,1    ,142  ,6  ,1  ,142,1763742,0     ,0 ,3135266,23310  ,12
da27a3365d19888db6a6e3be0b29e669,UDP     ,18   ,1    ,485  ,18 ,1  ,485,0      ,0     ,0 ,0      ,0      ,0
dbd0756e16cc985a81741fbe048627c7,UDP     ,115  ,1    ,45297,115,1  ,794,139721 ,2701  ,0 ,3132565,777052 ,6
dcf432c3bd46285a37c536ff0a76fed6,TCP     ,28143,22856,1    ,739,54 ,1  ,8309452,12687 ,8 ,1436522,600    ,1
dd970144d10760adef141d956a60d401,UDP     ,55   ,5    ,1    ,55 ,5  ,1  ,1089215,0     ,0 ,3135266,0      ,13
def8adfcb1f4c290394239f8867c066a,TCP     ,7574 ,7140 ,1    ,724,226,1  ,8403171,12494 ,0 ,1474103,2198   ,3
e02ef1367251102edf70b4700bba4447,TCP     ,6455 ,6162 ,1    ,879,25 ,1  ,8222199,11114 ,6 ,1420504,1293   ,14
e1a41a64f56779841448b722ad95cbbf,UDP     ,20   ,1    ,318  ,20 ,1  ,318,1025853,0     ,0 ,3135266,0      ,8
e24949ad9d00c998a22725fd533728f3,TCP     ,24950,20710,1    ,792,95 ,1  ,7947912,12555 ,10,1447112,0      ,11
e48f7b7354767cec1ddab6b758f46d77,TCP     ,6353 ,6076 ,1    ,928,18 ,1  ,8794680,11979 ,1 ,1525731,0      ,21
e4ed2d7237e72181e0185f1d46e022de,UDP     ,6    ,1    ,229  ,6  ,1  ,229,1697889,0     ,0 ,3135266,0      ,14
e5859c5cf5e10220cbb26664259b71d8,TCP     ,5833 ,5568 ,1    ,274,417,1  ,8455692,12503 ,0 ,1472188,1470   ,15
e6c3668c7cd00f4b287b6fc92a0afcb9,UDP     ,7    ,1    ,275  ,7  ,1  ,275,1090684,0     ,0 ,3135266,3419   ,17
e724b47f258c1e651e2ce72bd6f989c8,TCP     ,5386 ,5124 ,1    ,315,466,1  ,8608746,13111 ,0 ,1468415,0      ,2
e7348003d576d60ece6ea800b41e2981,TCP     ,5897 ,5608 ,1    ,957,24 ,1  ,8774569,11439 ,10,1491917,0      ,8
e75f94a6a5b6afb05b20872800a6db97,UDP     ,115  ,15   ,1    ,115,15 ,1  ,1106315,0     ,0 ,3135266,0      ,10
e76de69bb4ccbb9ba547471b255e1efd,TCP     ,19031,16539,1    ,315,207,1  ,8375350,13000 ,2 ,1473549,0      ,6
e80b7c70e4932c8e5e5d98a3269e06fe,UDP     ,6    ,1    ,6    ,6  ,1  ,6  ,1927501,0     ,0 ,1916630,601303 ,8
e85739e64cf0f7882f36f676c5114fac,UDP     ,10   ,1    ,10   ,10 ,1  ,10 ,3323589,0     ,0 ,1882605,0      ,20
e9beae87c340afe2668dce0a7001ac24,UDP     ,25   ,1    ,25   ,25 ,1  ,25 ,2832573,0     ,0 ,2570450,0      ,3
ea93e17afc482f41eda9ea20881c3c88,TCP     ,14873,13299,1    ,401,442,1  ,8539954,12576 ,0 ,1464204,2292   ,15
eb71b97d7e3aecc2353c402ead9293ac,TCP     ,18940,16434,1    ,313,277,1  ,7854249,12112 ,1 ,1392192,814    ,12
eea4d8aa213a1b0c499e50b2d956d618,UDP     ,9    ,1    ,357  ,9  ,1  ,357,0      ,0     ,0 ,0      ,0      ,0
eec7de3e8a4063a6ae4565d7f959fe3b,TCP     ,9707 ,9021 ,1    ,596,98 ,1  ,8697078,12213 ,0 ,1490060,0      ,22
eef6e5ae52430e3b0698be05c1fe3a9b,TCP     ,9279 ,8646 ,1    ,670,110,1  ,8690056,12895 ,10,1491318,905    ,8
effb43ecfe8ccb23b5edfa7e6d519660,UDP     ,13   ,1    ,180  ,13 ,1  ,180,1832027,0     ,0 ,3135266,0      ,12
f0272bfa88decdbebfeed375b4d09a9d,TCP     ,19793,17080,1    ,282,172,1  ,8798615,13478 ,2 ,1530706,1312   ,12
f17db0d141a535c1b18d70cbfe13a6a5,UDP     ,18   ,1    ,595  ,18 ,1  ,595,0      ,0     ,0 ,0      ,0      ,0
f621936359aca6116a3bd69b370c2a67,UDP     ,24   ,1    ,764  ,24 ,1  ,764,0      ,0     ,0 ,0      ,0      ,0
f686ce6cfb9e038f7071e080228698d2,UDP     ,16   ,1    ,16   ,16 ,1  ,16 ,2690447,0     ,0 ,2801867,0      ,16
f958dcaf4c0a8a7386a47ce7e0e78fcb,TCP     ,4520 ,4364 ,1    ,894,50 ,1  ,0      ,0     ,0 ,0      ,0      ,0
fa60cb80a3682e46b2485bc70a6f081b,TCP     ,21673,18456,1    ,990,1  ,1  ,8765514,13241 ,6 ,1518649,0      ,6
fb6eee4a8e759b9c5efe61c281e45f0b,TCP     ,9835 ,9118 ,1    ,576,124,1  ,8569196,12998 ,0 ,1477230,867    ,12
fbbc0eb4bc7efaa595a284a8682d122e,UDP     ,9    ,1    ,263  ,9  ,1  ,263,1801237,0     ,0 ,3135266,0      ,33
fc47519221339fb78655fbf25739765d,TCP     ,8769 ,8211 ,1    ,703,164,1  ,8655129,12992 ,6 ,1544701,1018   ,11
fd06f0fb58e60cf868de83b5ab6fc350,UDP     ,13   ,1    ,158  ,13 ,1  ,158,1152840,0     ,0 ,3135266,0      ,6
fe18a5d044e42fbe9eae40a118c50968,TCP     ,8482 ,7971 ,1    ,664,159,1  ,8762861,13194 ,0 ,1536537,0      ,19
fe51e2f6633f873f62dc4976addd9b06,TCP     ,12443,11315,1    ,151,750,1  ,7788214,12137 ,0 ,1354625,0      ,10
ffd1822ab7ae0e21e4b618bbcbd3dfb5,TCP     ,2152 ,2345 ,1    ,940,46 ,1  ,6906725,86437 ,0 ,1944994,1419894,20
