name                            ,protocol,src_ips,src_ports,dst_ports,TP     ,FP,UP,TN    ,FN     ,UN
e85739e64cf0f7882f36f676c5114fac,UDP     ,10     ,1        ,10       ,1645824,0 ,0 ,233923,0      ,3
e93d5dce39222781a2d412c6f0ea028f,TCP     ,170    ,5265     ,1        ,0      ,0 ,0 ,0     ,0      ,0
e9beae87c340afe2668dce0a7001ac24,UDP     ,25     ,1        ,25       ,1461272,0 ,0 ,331961,0      ,2
ea61108d76c3f0c28ae28b624d832c90,TCP     ,4021   ,3912     ,1        ,0      ,0 ,0 ,0     ,0      ,0
eea4d8aa213a1b0c499e50b2d956d618,UDP     ,9      ,1        ,357      ,849243 ,0 ,0 ,493107,2359   ,1
effb43ecfe8ccb23b5edfa7e6d519660,UDP     ,13     ,1        ,180      ,1166689,0 ,0 ,493107,5804   ,4
f17db0d141a535c1b18d70cbfe13a6a5,UDP     ,18     ,1        ,595      ,0      ,0 ,0 ,0     ,0      ,0
f621936359aca6116a3bd69b370c2a67,UDP     ,24     ,1        ,764      ,0      ,0 ,0 ,0     ,0      ,0
f686ce6cfb9e038f7071e080228698d2,UDP     ,16     ,1        ,16       ,1603309,0 ,0 ,410195,0      ,1
f958dcaf4c0a8a7386a47ce7e0e78fcb,TCP     ,4520   ,4364     ,1        ,0      ,0 ,0 ,0     ,0      ,0
fbbc0eb4bc7efaa595a284a8682d122e,UDP     ,9      ,1        ,263      ,1148249,0 ,0 ,493107,4497   ,6
fd06f0fb58e60cf868de83b5ab6fc350,UDP     ,13     ,1        ,158      ,733182 ,0 ,0 ,493107,4641   ,2
ffd1822ab7ae0e21e4b618bbcbd3dfb5,TCP     ,2152   ,2345     ,1        ,0      ,0 ,0 ,0     ,0      ,0
